Citations,Tectonic Setting,Location,Location Comment,Latitude (Min),Latitude (Max),Longitude (Min),Longitude (Max),Land or Sea,Elevation (Min),Elevation (Max),Sample Name,Rock Name,"Age (a, Min)","Age (a, Max)",Geol,Age,Eruption Day,Eruption Month,Eruption Year,Rock Texture,Rock Type,Drill Depth (Min),Drill Depth (Max),Alteration,Mineral,Material,Si,Ti,B,Al,Cr,Fe3+,Fe2+,Fetot(2+),Ca,Mg,Mn,Ni,K,Na,P,H2O,H2OP,H2OM,H2Otot,CO2,CO,F,Cl,Cl2,OH,CH4,SO2,SO3,SO4,S,LOI,Volatiles,O,Others,HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),Li,Be,B,C,CO2,F,Na,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Th,U,Nd143/Nd144,Nd143/Nd144 initial,e Nd,Sr87/Sr86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,Unique Id
[10708],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT - CENOZOIC / ANATOLIA / WESTERN ANATOLIAN VOLCANIC BELT,BIGA PENINSULA,39,40,26,26.5,SUBAERIAL,,,s EA269 [10708],BASANITE [10708],8300000 [10708],11000000 [10708],,MIOCENE [10708],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10708] ,198706.6185,18699.408,,69384.8061,,,,98717.1,78831.41,40222.768,1703.8076,,14278.58,41098.8778,5804.3993,,,,,,,,,,,,,,,,33600,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,,209.5,72.8,,,43.2,58.9,43.2,126.3,24.6,,,,,29,1241.4,38.9,301.9,112.6,,,,,,,,,,,,1.7,730.3,74.34,144.69,16.51,71.62,13.08,3.93,10.63,1.54,7.64,1.35,3.16,0.49,2.53,0.36,8.26,7,,,,,,,,,8.85,,9.99,3.73,,,,,,,,,,,,,,,,,,,,,,,,,585590
[10708],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT - CENOZOIC / ANATOLIA / WESTERN ANATOLIAN VOLCANIC BELT,BIGA PENINSULA,39,40,26,26.5,SUBAERIAL,,,s EA272 [10708],BASANITE [10708],8300000 [10708],11000000 [10708],,MIOCENE [10708],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10708] ,199267.5405,18819.276,,68273.379,,,,99649.86,76044.08,47579.856,1703.8076,,15025.715,35460.7646,5760.7572,,,,,,,,,,,,,,,,23600,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3,,205.1,77.2,,,44.7,61.6,51.2,128.8,11.8,,,,,30.1,1180.8,35.8,386.8,85.89,,,,,,,,,,,,1.4,712.9,74.29,142.6,16.5,69.93,12.97,3.87,10.53,1.42,7.45,1.34,3.09,0.44,1.86,0.33,8.19,6.99,,,,,,,,,8.52,,9.81,3.69,,,,,,,,,,,,,,,,,,,,,,,,,585591
[10708],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT - CENOZOIC / ANATOLIA / WESTERN ANATOLIAN VOLCANIC BELT,BIGA PENINSULA,39,40,26,26.5,SUBAERIAL,,,s EA271 [10708],BASANITE [10708],8300000 [10708],11000000 [10708],,MIOCENE [10708],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10708] ,199734.9755,18819.276,,69649.4316,,,,98017.53,78045.24,45529.52,1703.8076,,14361.595,35683.3217,5760.7572,,,,,,,,,,,,,,,,34800,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,,200.4,84,,,45.2,64.6,37.1,131.4,23.2,,,,,32.6,1073.1,34.5,367.9,106,,,,,,,,,,,,0.9,683.4,73.18,141.56,16.28,67.68,9.72,3.82,10.23,1.54,7.51,1.32,2.97,0.45,1.82,0.34,8.03,6.9,,,,,,,,,7.91,,9.44,3.6,,,,,,,,,,,,,,,,,,,,,,,,,585592
[10708],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT - CENOZOIC / ANATOLIA / WESTERN ANATOLIAN VOLCANIC BELT,BIGA PENINSULA,39,40,26,26.5,SUBAERIAL,,,s EA267 [10708],BASANITE [10708],8300000 [10708],11000000 [10708],,MIOCENE [10708],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10708] ,199174.0535,18879.21,,69014.3304,,,,99572.13,79045.82,48122.592,1703.8076,,13863.505,34273.7934,5629.8309,,,,,,,,,,,,,,,,24400,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,,206,82.8,,,46.3,69.3,48.6,125.6,24.5,,,,,23.2,1131.1,37,290.18,104.8,,,,,,,,,,,,0.7,645.2,55.42,138.25,16.12,67.91,12.46,3.72,10,1.47,7.44,1.3,3.01,0.46,2.33,0.34,7.79,6.56,,,,,,,,,6.7,,9.26,3.35,,,,,,,,,,,,,,,,,,,,,,,,,585593
[10708],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT - CENOZOIC / ANATOLIA / WESTERN ANATOLIAN VOLCANIC BELT,BIGA PENINSULA,39,40,26,26.5,SUBAERIAL,,,s EA82B [10708],BASANITE [10708],8300000 [10708],11000000 [10708],,MIOCENE [10708],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10708] ,201184.024,18819.276,,68643.8547,,,,98717.1,78402.59,48544.72,1703.8076,,11871.145,35164.0218,5498.9046,,,,,,,,,,,,,,,,27200,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,,221.8,77,,,39.2,57.5,41.8,129.5,24.4,,,,,33.5,1073.1,35.1,364.7,100.3,,,,,,,,,,,,0.9,652.2,54.94,130.06,15.16,64.36,12.08,3.62,9.91,1.43,7.17,1.26,2.92,0.45,1.89,0.33,7.73,6.57,,,,,,,,,7,,9.17,3.47,,,,,,,,,,,,,,,,,,,,,,,,,585594
[10708],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT - CENOZOIC / ANATOLIA / WESTERN ANATOLIAN VOLCANIC BELT,BIGA PENINSULA,39,40,26,26.5,SUBAERIAL,,,s EA270 [10708],BASANITE [10708],8300000 [10708],11000000 [10708],,MIOCENE [10708],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10708] ,195434.5735,18819.276,,67532.4276,,,,100582.62,78831.41,46675.296,1703.8076,,12618.28,39540.9781,5455.2625,,,,,,,,,,,,,,,,12700,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,,206.2,92.1,,,47.2,70.4,44.8,123.8,24,,,,,21.3,1077.4,35.4,288.3,101.2,,,,,,,,,,,,0.8,682.5,70.23,135.14,15.58,65.62,9.8,3.73,10.17,1.47,7.33,1.27,2.94,0.45,2.37,0.34,7.91,6.68,,,,,,,,,6.26,,9.1,2.91,,,,,,,,,,,,,,,,,,,,,,,,,585595
[10708],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT - CENOZOIC / ANATOLIA / WESTERN ANATOLIAN VOLCANIC BELT,BIGA PENINSULA,39,40,26,26.5,SUBAERIAL,,,s EA248 [10708],BASANITE [10708],8300000 [10708],11000000 [10708],,MIOCENE [10708],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10708] ,196042.239,18759.342,,68061.6786,,,,96307.47,78545.53,47157.728,1703.8076,,12950.34,38799.1211,5455.2625,,,,,,,,,,,,,,,,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,,198,78.3,,,46.2,67.4,45.9,127.1,23.5,,,,,31,1091.2,36.1,292.43,98.2,,,,,,,,,,,,0.8,658.1,54.56,133.44,15.27,63.25,9.78,3.61,9.83,1.47,7.17,1.27,2.72,0.45,2.3,0.31,7.64,6.45,,,,,,,,,6.25,,9.2,3.42,,,,,,,,,,,,,,,,,,,,,,,,,585596
[10708],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT - CENOZOIC / ANATOLIA / WESTERN ANATOLIAN VOLCANIC BELT,BIGA PENINSULA,39,40,26,26.5,SUBAERIAL,,,s EA268 [10708],BASANITE [10708],8300000 [10708],11000000 [10708],,MIOCENE [10708],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10708] ,197257.57,18819.276,,66950.2515,,,,100660.35,78331.12,47881.376,1781.2534,,20670.735,32122.4081,5411.6204,,,,,,,,,,,,,,,,18300,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,,196.8,88.2,,,43.3,65.5,41.3,131.8,20.7,,,,,21.8,1156.2,35.8,350.9,77.14,,,,,,,,,,,,0.6,647,66.89,126.04,15.01,62.17,11.73,3.55,9.65,1.44,7.16,1.21,2.99,0.43,2.25,0.32,7.64,6.33,,,,,,,,,7.12,,8.73,3.36,,,,,,,,,,,,,,,,,,,,,,,,,585597
[10708],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT - CENOZOIC / ANATOLIA / WESTERN ANATOLIAN VOLCANIC BELT / KULA VOLCANIC FIELD,,38.2,38.8,28,29,SUBAERIAL,,,s EA107 [10708],BASANITE [10708],130000 [10708],1940000 [10708],,NEOGENE [10708],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10708] ,198846.849,12466.272,,97329.2589,,,,68791.05,68968.55,41187.632,1239.1328,,22995.155,43472.8202,6284.4624,,,,,,,,,,,,,,,,30100,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,216.2,64.3,,,44.8,53.1,28.7,80.8,21.6,,,,,61.7,897.77,28.98,247.34,114.95,,,,,,,,,,,,1.01,897.8,86.89,185.47,20.52,75.66,10.11,3.57,9.45,1.27,6.51,1.2,3.28,0.46,2.35,0.42,6.09,9.08,,,,,,,,,9.8,,12.65,3.79,,,,,,,,,,,,,,,,,,,,,,,,,585598
[10708],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT - CENOZOIC / ANATOLIA / WESTERN ANATOLIAN VOLCANIC BELT / KULA VOLCANIC FIELD,,38.2,38.8,28,29,SUBAERIAL,,,s EA122 [10708],BASANITE [10708],130000 [10708],1940000 [10708],,NEOGENE [10708],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10708] ,202165.6375,11327.526,,84786.0102,,,,63194.49,86550.17,47700.464,1084.2412,,22331.035,40431.2065,5106.1257,,,,,,,,,,,,,,,,24300,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7,,192,100.4,,,39.5,78.2,37.3,70.7,20.8,,,,,51.2,735.72,24.52,274.9,106.9,,,,,,,,,,,,1.71,765.7,84.73,146.55,16.41,61.69,10.3,2.95,8.24,1.1,5.75,1.08,2.91,0.41,2.17,0.37,5.4,6.98,,,,,,,,,7.7,,10.37,3.41,,,,,,,,,,,,,,,,,,,,,,,,,585599
[10708],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT - CENOZOIC / ANATOLIA / WESTERN ANATOLIAN VOLCANIC BELT / KULA VOLCANIC FIELD,,38.2,38.8,28,29,SUBAERIAL,,,s EA114 [10708],BASANITE [10708],130000 [10708],1940000 [10708],,NEOGENE [10708],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10708] ,205531.1695,13365.282,,97329.2589,,,,67391.91,67038.86,40463.984,1239.1328,,22829.125,40282.8351,5018.8415,,,,,,,,,,,,,,,,21200,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,211.1,99.7,,,31.7,85.8,33.4,76.2,22.3,,,,,60.1,726.14,25.02,221.93,91.78,,,,,,,,,,,,1.93,726.1,59.52,133,14.81,56.72,8.01,2.94,8.04,1.09,5.61,1.07,2.81,0.42,2.55,0.38,5.53,7.18,,,,,,,,,7.2,,9.98,3.08,,,,,,,,,,,,,,,,,,,,,,,,,585600
[10708],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT - CENOZOIC / ANATOLIA / WESTERN ANATOLIAN VOLCANIC BELT / KULA VOLCANIC FIELD,,38.2,38.8,28,29,SUBAERIAL,,,s EA116 [10708],BASANITE [10708],130000 [10708],1940000 [10708],,NEOGENE [10708],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10708] ,207541.14,13605.018,,92883.5505,,,,72211.17,73328.22,35579.36,1316.5786,,19923.6,39911.9066,4887.9152,,,,,,,,,,,,,,,,28300,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,217.7,141.8,,,41.9,95.4,33.2,80.4,17.5,,,,,41.5,655.16,23.34,273.8,106.8,,,,,,,,,,,,0.74,685.2,63.88,115.07,13,49.37,7.01,2.62,7.05,0.98,5.01,0.98,2.45,0.38,2.3,0.34,5.58,6.77,,,,,,,,,6.8,,8.99,2.52,,,,,,,,,,,,,,,,,,,,,,,,,585601
[10708],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT - CENOZOIC / ANATOLIA / WESTERN ANATOLIAN VOLCANIC BELT / KULA VOLCANIC FIELD,,38.2,38.8,28,29,SUBAERIAL,,,s EA117 [10708],BASANITE [10708],130000 [10708],1940000 [10708],,NEOGENE [10708],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [10708] ,208803.2145,14504.028,,85738.662,,,,70190.19,71827.35,49931.712,1239.1328,,21002.795,34644.7219,4582.4205,,,,,,,,,,,,,,,,27600,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8,,205.5,145.1,,,21.5,109.3,53.2,69.7,19.6,,,,,35.2,638.52,22.1,261.7,82.92,,,,,,,,,,,,0.56,638.5,54.39,117.7,13.55,52.31,7.52,2.75,7.52,1.03,5.28,1.07,2.64,0.39,2.11,0.36,5.31,6.46,,,,,,,,,6.7,,8.62,2.56,,,,,,,,,,,,,,,,,,,,,,,,,585602
[2100],OCEAN ISLAND,BALLENY ISLANDS / SABRINA / ATLANTIC OCEAN,,-66.4,-67.44,162.55,164.78,SUBAERIAL,,,s 13700 [2100],BASANITE [2100],,,,,,,,PORPHYRITIC [2100] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [2100] ,215487.535,16062.312,,84415.5345,,13568.36,75398.1,,67038.86,43177.664,1858.6992,,12286.22,30861.2512,2400.3155,,1300,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,181,,,,101,65,82,22,,,,,31,696,35,228,65,,,,,,,,,,,,,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58885
[2100],OCEAN ISLAND,BALLENY ISLANDS / SABRINA / ATLANTIC OCEAN,,-66.4,-67.44,162.55,164.78,SUBAERIAL,,,s 13702 [2100],BASANITE [2100],,,,,,,,PORPHYRITIC [2100] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [2100] ,213430.821,16721.586,,84362.6094,,13778.18,76564.05,,66324.16,48182.896,1858.6992,,11124.01,30045.2085,2356.6734,,6600,500,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,190,,,,141,76,64,19,,,,,27,636,34,214,59,,,,,,,,,,,,,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58886
[2100],OCEAN ISLAND,BALLENY ISLANDS / SABRINA / ATLANTIC OCEAN,,-66.4,-67.44,162.55,164.78,SUBAERIAL,,,s 13704 [2100],BASANITE [2100],,,,,,,,PORPHYRITIC [2100] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [2100] ,214879.8695,16002.378,,84150.909,,13638.3,75942.21,,66538.57,47700.464,1858.6992,,10957.98,26781.0377,2400.3155,,4000,600,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,249,,,,170,72,78,20,,,,,28,613,31,207,61,,,,,,,,,,,,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58887
[2100],OCEAN ISLAND,BALLENY ISLANDS / SABRINA / ATLANTIC OCEAN,,-66.4,-67.44,162.55,164.78,SUBAERIAL,,,s 13706 [2100],BASANITE [2100],,,,,,,,PORPHYRITIC [2100] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [2100] ,216141.944,16002.378,,83621.658,,13778.18,76564.05,,66181.22,47881.376,1781.2534,,10874.965,30490.3227,2313.0313,,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,201,,,,128,74,67,17,,,,,32,656,34,215,61,,,,,,,,,,,,,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58888
[2100],OCEAN ISLAND,BALLENY ISLANDS / SABRINA / ATLANTIC OCEAN,,-66.4,-67.44,162.55,164.78,SUBAERIAL,,,s 13709 [2100],BASANITE [2100],,,,,,,,PORPHYRITIC [2100] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [2100] ,208756.471,18100.068,,85156.4859,,13008.84,72288.9,,76472.9,46856.208,1781.2534,,8218.485,29303.3515,2443.9576,,6300,800,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,202,,,,95,63,82,19,,,,,28,675,34,230,74,,,,,,,,,,,,,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58889
[2100],OCEAN ISLAND,BALLENY ISLANDS / SABRINA / ATLANTIC OCEAN,,-66.4,-67.44,162.55,164.78,SUBAERIAL,,,s 13710 [2100],BASANITE [2100],,,,,,,,PORPHYRITIC [2100] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [2100] ,215627.7655,16062.312,,83304.1074,,13568.36,75553.56,,66181.22,46976.816,1936.145,,11290.04,29377.5372,2313.0313,,5500,900,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,211,,,,162,71,78,17,,,,,33,628,29,215,60,,,,,,,,,,,,,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58890
[2100],OCEAN ISLAND,BALLENY ISLANDS / SABRINA / ATLANTIC OCEAN,MONOLITH,-66.95,-66.95,163.4,163.4,SUBAERIAL,,,s 13715 [2100],BASANITE [2100],,,,,,,,PORPHYRITIC [2100] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [2100] ,212776.412,15822.576,,81451.7289,,13918.06,77496.81,,64537.41,54394.208,1858.6992,,10874.965,28858.2373,2094.8208,,8400,1000,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,265,,,,185,64,81,18,,,,,22,607,32,198,56,,,,,,,,,,,,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58891
[2100],OCEAN ISLAND,BALLENY ISLANDS / STURGE / ATLANTIC OCEAN,,-67.3,-67.6,164.75,164.75,SUBAERIAL,,,s 13718 [2100],BASANITE [2100],,,,,,,,PORPHYRITIC [2100] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [2100] ,212776.412,14444.094,,66579.7758,,12799.02,71045.22,,81547.27,69952.64,1936.145,,6226.125,19214.0963,1702.0419,,13800,3100,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,670,,,,218,80,76,17,,,,,19,470,26,182,42,,,,,,,,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58892
[2100],OCEAN ISLAND,BALLENY ISLANDS / STURGE / ATLANTIC OCEAN,,-67.3,-67.6,164.75,164.75,SUBAERIAL,,,s 13719 [2100],BASANITE [2100],,,,,,,,PORPHYRITIC [2100] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [2100] ,211514.3375,14444.094,,64621.5471,,12659.14,70423.38,,80689.63,69168.688,1703.8076,,7886.425,20846.1817,1745.684,,12800,1900,,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,704,,,,215,74,74,14,,,,,41,441,26,180,42,,,,,,,,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58893
[2100],OCEAN ISLAND,BALLENY ISLANDS / STURGE / ATLANTIC OCEAN,,-67.3,-67.6,164.75,164.75,SUBAERIAL,,,s 13722 [2100],BASANITE [2100],,,,,,,,PORPHYRITIC [2100] ,VOLCANIC ROCK,,,,,WHOLE_ROCK [2100] ,212168.7465,14623.896,,65627.124,,12868.96,71511.6,,81261.39,69892.336,1703.8076,,6309.14,18546.425,1702.0419,,10800,,,3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,685,,,,220,62,79,19,,,,,19,475,29,185,44,,,,,,,,,,,,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58894
[13482],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT - CENOZOIC / ANATOLIA / EASTERN ANATOLIAN VOLCANIC BELT,"LAKE VAN AREA, BETWEEN MURADYE AND CALDIRAN",39.14,39.14,43.91,43.91,SUBAERIAL,,,s AG1 [13482],BASANITE [13482],,,,NEOGENE [13482],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13482] ,209270.6495,11866.932,,96747.0828,,33781.02,47415.3,,73471.16,21407.92,1394.0244,,14693.655,44882.3485,4233.2837,,,,,,,,,,,,,,,,12400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590846
[13496],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT - CENOZOIC / ANATOLIA / CENTRAL ANATOLIAN VOLCANIC BELT / GALATEAN VOLCANIC MASSIF,,40.3,40.3,32.8,32.8,SUBAERIAL,,,s KH-10 [13496],BASANITE [13496],,,UPPER [13496],CENOZOIC [13496],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13496] ,211327.3635,9889.11,,88914.168,,,,73688.04,80689.63,36303.008,1394.0244,,12867.325,31751.4796,4364.21,,11800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,55,,,43,50,,,18,,,,,21,1557,28,223,26,,,,,,,,,,,,,645,69.3,147,,59.6,9.79,2.4,7.48,,5.64,,3,,2.78,0.38,,,,,,,,,,,,,,,0.512715,,,0.704852,,,,,,,,,,,,,,,,,,,,,590959
[13496],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT - CENOZOIC / ANATOLIA / CENTRAL ANATOLIAN VOLCANIC BELT / GALATEAN VOLCANIC MASSIF,,40.3,40.3,32.8,32.8,SUBAERIAL,,,s KH-11 [13496],BASANITE [13496],,,UPPER [13496],CENOZOIC [13496],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13496] ,221891.3945,10728.186,,90501.921,,,,60551.67,66181.22,37991.52,1239.1328,,18927.42,33383.565,2400.3155,,21400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,71,,,44,66,,,22,,,,,43,686,26,202,49,,,,,,,,,,,,,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703576,,,,,,,,,,,,,,,,,,,,,590960
[13496],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT - CENOZOIC / ANATOLIA / CENTRAL ANATOLIAN VOLCANIC BELT / GALATEAN VOLCANIC MASSIF,,40.3,40.3,32.8,32.8,SUBAERIAL,,,s KIZ-92-1 [13496],BASANITE [13496],,,UPPER [13496],CENOZOIC [13496],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13496] ,227313.6405,10548.384,,90660.6963,,,,62494.92,66895.92,40283.072,1239.1328,,19010.435,32419.1509,2443.9576,,17200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,107,,,37,99,,,22,,,,,43,699,26,208,50,,,,,,,,,,,,,436,24.1,48,,22.5,4.52,1.48,4.49,,4.12,,2.33,,2.12,0.31,,,,,,,,,,,,,,,0.512942,,,0.703359,,,,,,,,,,,,,,,,,,,,,590962
[13556],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT - CENOZOIC / ANATOLIA / WESTERN ANATOLIAN VOLCANIC BELT / KULA VOLCANIC FIELD,KULA,38.5,38.75,28.5,28.75,SUBAERIAL,,,s K 136 [13556],BASANITE [13556],,,,PLEISTOCENE [13556],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13556] ,205203.965,14504.028,,83357.0325,,34900.06,33812.55,,76544.37,48001.984,1161.687,,20504.705,30712.8798,5760.7572,,,,,,,,,,,,,,,,17600,,,,,,,,,,,,,,,2.14,,,,,,,,,,,,21,,209,127,,,37,94,,,,,,,,62,1096,,215,91,,,,,,,,,,,,1.15,924,65.2,123,14.3,54.3,10,2.79,7.7,1.08,5.7,1.08,2.64,0.36,2.25,0.3,4.7,5.1,,,,,,,,,6.6,,8.8,2.17,,,,0.70315,,,,,,,,,,,,,,,,,,,,,591052
[13556],INTRAPLATE VOLCANICS,ANATOLIA-IRAN BELT - CENOZOIC / ANATOLIA / WESTERN ANATOLIAN VOLCANIC BELT,BIGA PENINSULA,39.5,40,26,27,SUBAERIAL,,,s IZ 232 [13556],BASANITE [13556],8300000 [13556],8300000 [13556],,MIOCENE [13556],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13556] ,199641.4885,18639.474,,69120.1806,,,,95607.9,75615.26,44444.048,1548.916,,13780.49,33606.1221,4451.4942,,,,,,,,,,,,,,,,12200,,,,,,,,,,,,,,,2.96,,,,,,,,,,,,17,,208,109,,,44,83,,,,,,,,42.3,946,,328,96,,,,,,,,,,,,0.78,494,57.8,114,13.7,54.4,10.9,3.72,9.1,1.3,6.7,1.19,2.8,0.37,2.12,0.28,7.1,6.05,,,,,,,,,3.3,,7.6,2.4,0.512935,,,0.703049,,,,,,,,,,,,,,,,,,,,,591054
[13555],INTRAPLATE VOLCANICS,EASTERN MEDITERRANEAN BELT - MESOZOIC / TURKEY / EASTERN PONTIDES,,41.5,42.5,37,41,SUBAERIAL,,,s 62 [13555],BASANITE [13555],,,,JURASSIC [13555],,,,,VOLCANIC ROCK,,,,,WHOLE_ROCK [13555] ,217217.0445,5214.258,,81610.5042,,,,67702.83,70326.48,46072.256,1084.2412,,6309.14,29525.9086,305.4947,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591064
